OBJECTID *,Symbol,Description,Symbol_Description,FGDCPageNumber,AzimuthMeasurementConvention,PointOfObservation,FGDC_Symbols_ID,created_user,created_date,last_edited_user,last_edited_date
1203,13.47,Margin of glacially scoured basin—Identity and existence are certain. Location is concealed. Hachures point into basin.,13.47 Margin of glacially scoured basin—Identity and existence are certain. Location is concealed. Hachures point into basin.,A-13-2,not applicable,not applicable,FGDC1203,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1204,13.48,Margin of glacially scoured basin—Identity or existence are questionable. Location is concealed. Hachures point into basin.,13.48 Margin of glacially scoured basin—Identity or existence are questionable. Location is concealed. Hachures point into basin.,A-13-2,not applicable,not applicable,FGDC1204,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1205,13.49,Glacial limit or terminus—Identity and existence are certain. Location is accurate.,13.49 Glacial limit or terminus—Identity and existence are certain. Location is accurate.,A-13-3,not applicable,not applicable,FGDC1205,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1206,13.5,Glacial limit or terminus—Identity or existence are questionable. Location is accurate.,13.50 Glacial limit or terminus—Identity or existence are questionable. Location is accurate.,A-13-3,not applicable,not applicable,FGDC1206,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1207,13.51,Glacial limit or terminus—Identity and existence are certain. Location is approximate.,13.51 Glacial limit or terminus—Identity and existence are certain. Location is approximate.,A-13-3,not applicable,not applicable,FGDC1207,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1208,13.52,Glacial limit or terminus—Identity or existence are questionable. Location is approximate.,13.52 Glacial limit or terminus—Identity or existence are questionable. Location is approximate.,A-13-3,not applicable,not applicable,FGDC1208,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1209,13.53,Glacial limit or terminus—Identity and existence are certain. Location is inferred.,13.53 Glacial limit or terminus—Identity and existence are certain. Location is inferred.,A-13-3,not applicable,not applicable,FGDC1209,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1210,13.54,Glacial limit or terminus—Identity or existence are questionable. Location is inferred.,13.54 Glacial limit or terminus—Identity or existence are questionable. Location is inferred.,A-13-3,not applicable,not applicable,FGDC1210,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1211,13.55,Glacial limit or terminus—Identity and existence are certain. Location is concealed.,13.55 Glacial limit or terminus—Identity and existence are certain. Location is concealed.,A-13-3,not applicable,not applicable,FGDC1211,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1212,13.56,Glacial limit or terminus—Identity or existence are questionable. Location is concealed.,13.56 Glacial limit or terminus—Identity or existence are questionable. Location is concealed.,A-13-3,not applicable,not applicable,FGDC1212,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1213,13.58,Limit of significant glacial advance—Identity and existence are certain. Location is accurate. Hachures on side of advancing ice.,13.58 Limit of significant glacial advance—Identity and existence are certain. Location is accurate. Hachures on side of advancing ice.,A-13-3,not applicable,not applicable,FGDC1213,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1214,13.59,Limit of significant glacial advance—Identity or existence are questionable. Location is accurate. Hachures on side of advancing ice.,13.59 Limit of significant glacial advance—Identity or existence are questionable. Location is accurate. Hachures on side of advancing ice.,A-13-3,not applicable,not applicable,FGDC1214,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1215,13.6,Limit of significant glacial advance—Identity and existence are certain. Location is approximate. Hachures on side of advancing ice.,13.60 Limit of significant glacial advance—Identity and existence are certain. Location is approximate. Hachures on side of advancing ice.,A-13-3,not applicable,not applicable,FGDC1215,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1216,13.61,Limit of significant glacial advance—Identity or existence are questionable. Location is approximate. Hachures on side of advancing ice.,13.61 Limit of significant glacial advance—Identity or existence are questionable. Location is approximate. Hachures on side of advancing ice.,A-13-3,not applicable,not applicable,FGDC1216,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1217,13.62,Limit of significant glacial advance—Identity and existence are certain. Location is concealed. Hachures on side of advancing ice.,13.62 Limit of significant glacial advance—Identity and existence are certain. Location is concealed. Hachures on side of advancing ice.,A-13-3,not applicable,not applicable,FGDC1217,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1218,13.63,Limit of significant glacial advance—Identity or existence are questionable. Location is concealed. Hachures on side of advancing ice.,13.63 Limit of significant glacial advance—Identity or existence are questionable. Location is concealed. Hachures on side of advancing ice.,A-13-3,not applicable,not applicable,FGDC1218,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1219,13.64,Retreatal position of stagnant ice margin—Identity and existence are certain. Location is accurate.,13.64 Retreatal position of stagnant ice margin—Identity and existence are certain. Location is accurate.,A-13-3,not applicable,not applicable,FGDC1219,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1220,13.65,Retreatal position of stagnant ice margin—Identity or existence are questionable. Location is accurate.,13.65 Retreatal position of stagnant ice margin—Identity or existence are questionable. Location is accurate.,A-13-3,not applicable,not applicable,FGDC1220,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1221,13.66,Retreatal position of stagnant ice margin—Identity and existence are certain. Location is approximate.,13.66 Retreatal position of stagnant ice margin—Identity and existence are certain. Location is approximate.,A-13-3,not applicable,not applicable,FGDC1221,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1222,13.67,Retreatal position of stagnant ice margin—Identity or existence are questionable. Location is approximate.,13.67 Retreatal position of stagnant ice margin—Identity or existence are questionable. Location is approximate.,A-13-3,not applicable,not applicable,FGDC1222,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1223,13.68,Retreatal position of stagnant ice margin—Identity and existence are certain. Location is inferred.,13.68 Retreatal position of stagnant ice margin—Identity and existence are certain. Location is inferred.,A-13-3,not applicable,not applicable,FGDC1223,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1224,13.69,Retreatal position of stagnant ice margin—Identity or existence are questionable. Location is inferred.,13.69 Retreatal position of stagnant ice margin—Identity or existence are questionable. Location is inferred.,A-13-3,not applicable,not applicable,FGDC1224,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1225,13.7,Retreatal position of stagnant ice margin—Identity and existence are certain. Location is concealed.,13.70 Retreatal position of stagnant ice margin—Identity and existence are certain. Location is concealed.,A-13-3,not applicable,not applicable,FGDC1225,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1226,13.71,Retreatal position of stagnant ice margin—Identity or existence are questionable. Location is concealed.,13.71 Retreatal position of stagnant ice margin—Identity or existence are questionable. Location is concealed.,A-13-3,not applicable,not applicable,FGDC1226,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1227,14.01,Pingo,14.01 Pingo,A-14-1,not applicable,not applicable,FGDC1227,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1228,14.02,Periglacial patterned ground.,14.02 Periglacial patterned ground.,A-14-1,not applicable,not applicable,FGDC1228,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1229,14.03,Polygonal patterned ground.,14.03 Polygonal patterned ground.,A-14-1,not applicable,not applicable,FGDC1229,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1230,14.04,Sorted circles.,14.04 Sorted circles.,A-14-1,not applicable,not applicable,FGDC1230,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1231,14.05,"Stone stripe, fine debris.","14.05 Stone stripe, fine debris.",A-14-1,not applicable,not applicable,FGDC1231,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1232,14.06,"Stone stripe, coarse debris.","14.06 Stone stripe, coarse debris.",A-14-1,not applicable,not applicable,FGDC1232,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1233,14.07,Solifluction lobes.,14.07 Solifluction lobes.,A-14-1,not applicable,not applicable,FGDC1233,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1234,14.08,Ice-wedge polygon.,14.08 Ice-wedge polygon.,A-14-1,not applicable,not applicable,FGDC1234,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1235,14.09,Ice-wedge polygons.,14.09 Ice-wedge polygons.,A-14-1,not applicable,not applicable,FGDC1235,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1236,14.1,Felsenmeer,14.10 Felsenmeer,A-14-1,not applicable,not applicable,FGDC1236,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1237,14.11,Thermokarst depression.,14.11 Thermokarst depression.,A-14-1,not applicable,not applicable,FGDC1237,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1238,15.01,Beach,15.01 Beach,A-15-1,not applicable,not applicable,FGDC1238,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1239,15.02,Beach ridges.,15.02 Beach ridges.,A-15-1,not applicable,not applicable,FGDC1239,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1240,15.03,Marine-abrasion platform (1st option).,15.03 Marine-abrasion platform (1st option).,A-15-1,not applicable,not applicable,FGDC1240,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1241,15.04,Marine-abrasion platform (2nd option).,15.04 Marine-abrasion platform (2nd option).,A-15-1,not applicable,not applicable,FGDC1241,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1242,15.05,Aggradational shoreline—Identity and existence are certain. Location is accurate. Triangles point offshore.,15.05 Aggradational shoreline—Identity and existence are certain. Location is accurate. Triangles point offshore.,A-15-1,not applicable,not applicable,FGDC1242,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1243,15.06,Aggradational shoreline—Identity or existence are questionable. Location is accurate. Triangles point offshore.,15.06 Aggradational shoreline—Identity or existence are questionable. Location is accurate. Triangles point offshore.,A-15-1,not applicable,not applicable,FGDC1243,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1244,15.07,Aggradational shoreline—Identity and existence are certain. Location is approximate. Triangles point offshore.,15.07 Aggradational shoreline—Identity and existence are certain. Location is approximate. Triangles point offshore.,A-15-1,not applicable,not applicable,FGDC1244,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1245,15.08,Aggradational shoreline—Identity or existence are questionable. Location is approximate. Triangles point offshore.,15.08 Aggradational shoreline—Identity or existence are questionable. Location is approximate. Triangles point offshore.,A-15-1,not applicable,not applicable,FGDC1245,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1246,15.09,Erosional shoreline—Identity and existence are certain. Location is accurate. Triangles point onshore.,15.09 Erosional shoreline—Identity and existence are certain. Location is accurate. Triangles point onshore.,A-15-1,not applicable,not applicable,FGDC1246,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1247,15.1,Erosional shoreline—Identity and existence are questionable. Location is accurate. Triangles point onshore.,15.10 Erosional shoreline—Identity and existence are questionable. Location is accurate. Triangles point onshore.,A-15-1,not applicable,not applicable,FGDC1247,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1248,15.11,Erosional shoreline—Identity and existence are certain. Location is approximate. Triangles point onshore.,15.11 Erosional shoreline—Identity and existence are certain. Location is approximate. Triangles point onshore.,A-15-1,not applicable,not applicable,FGDC1248,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1249,15.12,Erosional shoreline—Identity or existence are questionable. Location is approximate. Triangles point onshore.,15.12 Erosional shoreline—Identity or existence are questionable. Location is approximate. Triangles point onshore.,A-15-1,not applicable,not applicable,FGDC1249,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1250,15.13,Former shoreline or marine limit—Identity and existence are certain. Location is accurate.,15.13 Former shoreline or marine limit—Identity and existence are certain. Location is accurate.,A-15-1,not applicable,not applicable,FGDC1250,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1251,15.14,Former shoreline or marine limit—Identity or existence are questionable. Location is accurate.,15.14 Former shoreline or marine limit—Identity or existence are questionable. Location is accurate.,A-15-1,not applicable,not applicable,FGDC1251,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1252,15.15,Former shoreline or marine limit—Identity and existence are certain. Location is approximate.,15.15 Former shoreline or marine limit—Identity and existence are certain. Location is approximate.,A-15-1,not applicable,not applicable,FGDC1252,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1253,15.16,Former shoreline or marine limit—Identity or existence are questionable. Location is approximate.,15.16 Former shoreline or marine limit—Identity or existence are questionable. Location is approximate.,A-15-1,not applicable,not applicable,FGDC1253,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1254,15.17,Former shoreline or marine limit—Identity and existence are certain. Location is inferred.,15.17 Former shoreline or marine limit—Identity and existence are certain. Location is inferred.,A-15-1,not applicable,not applicable,FGDC1254,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1255,15.18,Former shoreline or marine limit—Identity or existence are questionable. Location is inferred.,15.18 Former shoreline or marine limit—Identity or existence are questionable. Location is inferred.,A-15-1,not applicable,not applicable,FGDC1255,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1256,15.19,Former shoreline or marine limit—Identity and existence are certain. Location is concealed.,15.19 Former shoreline or marine limit—Identity and existence are certain. Location is concealed.,A-15-1,not applicable,not applicable,FGDC1256,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1257,15.2,Former shoreline or marine limit—Identity or existence are questionable. Location is concealed.,15.20 Former shoreline or marine limit—Identity or existence are questionable. Location is concealed.,A-15-1,not applicable,not applicable,FGDC1257,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1258,15.22,Shoreline cliff—Identity and existence are certain. Location is accurate. Hachures point down cliff.,15.22 Shoreline cliff—Identity and existence are certain. Location is accurate. Hachures point down cliff.,A-15-2,not applicable,not applicable,FGDC1258,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1259,15.23,Shoreline cliff—Identity or existence are questionable. Location is accurate. Hachures point down cliff.,15.23 Shoreline cliff—Identity or existence are questionable. Location is accurate. Hachures point down cliff.,A-15-2,not applicable,not applicable,FGDC1259,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1260,15.24,Shoreline cliff—Identity and existence are certain. Location is approximate. Hachures point down cliff.,15.24 Shoreline cliff—Identity and existence are certain. Location is approximate. Hachures point down cliff.,A-15-2,not applicable,not applicable,FGDC1260,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1261,15.25,Shoreline cliff—Identity or existence are questionable. Location is approximate. Hachures point down cliff.,15.25 Shoreline cliff—Identity or existence are questionable. Location is approximate. Hachures point down cliff.,A-15-2,not applicable,not applicable,FGDC1261,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1262,15.26,Spit or bar—Identity and existence are certain. Location is accurate.,15.26 Spit or bar—Identity and existence are certain. Location is accurate.,A-15-2,not applicable,not applicable,FGDC1262,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1263,15.27,Spit or bar—Identity or existence are questionable. Location is accurate.,15.27 Spit or bar—Identity or existence are questionable. Location is accurate.,A-15-2,not applicable,not applicable,FGDC1263,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1264,15.28,Spit or bar—Identity and existence are certain. Location is approximate.,15.28 Spit or bar—Identity and existence are certain. Location is approximate.,A-15-2,not applicable,not applicable,FGDC1264,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1265,15.29,Spit or bar—Identity or existence are questionable. Location is approximate.,15.29 Spit or bar—Identity or existence are questionable. Location is approximate.,A-15-2,not applicable,not applicable,FGDC1265,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1266,16.01,Dune crest.,16.01 Dune crest.,A-16-1,not applicable,not applicable,FGDC1266,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1267,16.02,"Scarp on dune crest, caused by slip—Hachures point down slip face of dune.","16.02 Scarp on dune crest, caused by slip—Hachures point down slip face of dune.",A-16-1,not applicable,not applicable,FGDC1267,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1268,16.03,Blowout rim around closed depression of eolian origin in dune field—Identity and existence are certain. Hachures point into closed depression.,16.03 Blowout rim around closed depression of eolian origin in dune field—Identity and existence are certain. Hachures point into closed depression.,A-16-1,not applicable,not applicable,FGDC1268,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1269,16.04,Blowout rim around closed depression of eolian origin in bedrock—Identity and existence are certain. Location is accurate. Hachures point into closed depression.,16.04 Blowout rim around closed depression of eolian origin in bedrock—Identity and existence are certain. Location is accurate. Hachures point into closed depression.,A-16-1,not applicable,not applicable,FGDC1269,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1270,16.05,Blowout rim around closed depression of eolian origin in bedrock—Identity and existence are certain. Location is approximate. Hachures point into closed depression.,16.05 Blowout rim around closed depression of eolian origin in bedrock—Identity and existence are certain. Location is approximate. Hachures point into closed depression.,A-16-1,not applicable,not applicable,FGDC1270,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1271,16.06,Edge of dry lakebed within closed depression of eolian origin in bedrock.,16.06 Edge of dry lakebed within closed depression of eolian origin in bedrock.,A-16-1,not applicable,not applicable,FGDC1271,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1272,16.07,Sediment transport direction determined from dune forms.,16.07 Sediment transport direction determined from dune forms.,A-16-1,trend,tail,FGDC1272,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1273,16.08,Sediment transport direction determined from dune bedding in horizontal section.,16.08 Sediment transport direction determined from dune bedding in horizontal section.,A-16-1,trend,tail,FGDC1273,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1274,16.09,Sediment transport direction determined from eolian cross-bedding in vertical or near-vertical section.,16.09 Sediment transport direction determined from eolian cross-bedding in vertical or near-vertical section.,A-16-1,trend,tail,FGDC1274,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1275,17.01,Outline of slip surface of landslide—Identity and existence are certain. Location is accurate.,17.01 Outline of slip surface of landslide—Identity and existence are certain. Location is accurate.,A-17-1,not applicable,not applicable,FGDC1275,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1276,17.02,Outline of slip surface of landslide—Identity or existence are questionable. Location is accurate.,17.02 Outline of slip surface of landslide—Identity or existence are questionable. Location is accurate.,A-17-1,not applicable,not applicable,FGDC1276,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1277,17.03,Outline of slip surface of landslide—Identity and existence are certain. Location is approximate.,17.03 Outline of slip surface of landslide—Identity and existence are certain. Location is approximate.,A-17-1,not applicable,not applicable,FGDC1277,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1278,17.04,Outline of slip surface of landslide—Identity and existence are questionable. Location is approximate.,17.04 Outline of slip surface of landslide—Identity and existence are questionable. Location is approximate.,A-17-1,not applicable,not applicable,FGDC1278,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1279,17.05,Outline of slip surface of landslide—Identity and existence are certain. Location is inferred.,17.05 Outline of slip surface of landslide—Identity and existence are certain. Location is inferred.,A-17-1,not applicable,not applicable,FGDC1279,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1280,17.06,Outline of slip surface of landslide—Identity or existence are questionable. Location is inferred.,17.06 Outline of slip surface of landslide—Identity or existence are questionable. Location is inferred.,A-17-1,not applicable,not applicable,FGDC1280,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1281,17.07,Outline of slip surface of landslide—Identity and existence are certain. Location is concealed.,17.07 Outline of slip surface of landslide—Identity and existence are certain. Location is concealed.,A-17-1,not applicable,not applicable,FGDC1281,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1282,17.08,Outline of slip surface of landslide—Identity or existence are questionable. Location is concealed.,17.08 Outline of slip surface of landslide—Identity or existence are questionable. Location is concealed.,A-17-1,not applicable,not applicable,FGDC1282,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1283,17.09,Area of slip surface of landslide.,17.09 Area of slip surface of landslide.,A-17-1,not applicable,not applicable,FGDC1283,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1284,17.1,Direction of downslope movement of landslide.,17.10 Direction of downslope movement of landslide.,A-17-1,not applicable,not applicable,FGDC1284,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1285,17.11,Landslide deposits—Arrows show direction of downslope movement.,17.11 Landslide deposits—Arrows show direction of downslope movement.,A-17-1,not applicable,not applicable,FGDC1285,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1286,17.12,"Head or main scarp of landslide—Active, sharp, distinct, and location is accurate. Hachures point down scarp.","17.12 Head or main scarp of landslide—Active, sharp, distinct, and location is accurate. Hachures point down scarp.",A-17-1,not applicable,not applicable,FGDC1286,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1287,17.13,"Head or main scarp of landslide—Inactive, subdued, indistinct, and (or) location is approximate. Hachures point down scarp.","17.13 Head or main scarp of landslide—Inactive, subdued, indistinct, and (or) location is approximate. Hachures point down scarp.",A-17-1,not applicable,not applicable,FGDC1287,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1288,17.14,Head or main scarp of landslide—Showing height (in meters). Hachures point down scarp.,17.14 Head or main scarp of landslide—Showing height (in meters). Hachures point down scarp.,A-17-1,not applicable,not applicable,FGDC1288,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1289,17.15,Head or main scarp of rotated block in landslide—Arrow shows direction of oblique slip. Hachures point down scarp.,17.15 Head or main scarp of rotated block in landslide—Arrow shows direction of oblique slip. Hachures point down scarp.,A-17-1,not applicable,not applicable,FGDC1289,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1290,17.16,"Internal or minor scarp in landslide—Active, sharp, distinct, and location is accurate. Hachures point down scarp.","17.16 Internal or minor scarp in landslide—Active, sharp, distinct, and location is accurate. Hachures point down scarp.",A-17-1,not applicable,not applicable,FGDC1290,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1291,17.17,"Internal or minor scarp in landslide—Inactive, subdued, indistinct, and (or) location is approximate. Hachures point down scarp.","17.17 Internal or minor scarp in landslide—Inactive, subdued, indistinct, and (or) location is approximate. Hachures point down scarp.",A-17-1,not applicable,not applicable,FGDC1291,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1292,17.18,Internal or minor scarp in landslide—Showing height (in meters). Hachures point down scarp.,17.18 Internal or minor scarp in landslide—Showing height (in meters). Hachures point down scarp.,A-17-1,not applicable,not applicable,FGDC1292,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1293,17.19,Internal or minor scarp of rotated block in landslide—Arrow shows direction of oblique slip. Hachures point down scarp.,17.19 Internal or minor scarp of rotated block in landslide—Arrow shows direction of oblique slip. Hachures point down scarp.,A-17-1,not applicable,not applicable,FGDC1293,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1294,17.2,"Main toe of landslide—Active, sharp, distinct and location is accurate.","17.20 Main toe of landslide—Active, sharp, distinct and location is accurate.",A-17-2,not applicable,not applicable,FGDC1294,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1295,17.21,"Main toe of landslide—Inactive, subdued, indistinct, and (or) location is approximate.","17.21 Main toe of landslide—Inactive, subdued, indistinct, and (or) location is approximate.",A-17-2,not applicable,not applicable,FGDC1295,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1296,17.22,"Minor toe, internal thrust fault, or pressure ridge in landslide—Active, sharp, distinct, and location is accurate.","17.22 Minor toe, internal thrust fault, or pressure ridge in landslide—Active, sharp, distinct, and location is accurate.",A-17-2,not applicable,not applicable,FGDC1296,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1297,17.23,"Minor toe, internal thrust fault, or pressure ridge in landslide—Inactive, subdued, indistinct, and (or) location is approximate.","17.23 Minor toe, internal thrust fault, or pressure ridge in landslide—Inactive, subdued, indistinct, and (or) location is approximate.",A-17-2,not applicable,not applicable,FGDC1297,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1298,17.24,"Minor toe, internal thrust fault, or pressure ridge in landslide, showing transport reversal—Active, sharp, distinct, and location is accurate.","17.24 Minor toe, internal thrust fault, or pressure ridge in landslide, showing transport reversal—Active, sharp, distinct, and location is accurate.",A-17-2,not applicable,not applicable,FGDC1298,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1299,17.25,"Minor toe, internal thrust fault, or pressure ridge in landslide, showing transport reversal—Inactive, subdued, indistinct, and (or) location is approximate.","17.25 Minor toe, internal thrust fault, or pressure ridge in landslide, showing transport reversal—Inactive, subdued, indistinct, and (or) location is approximate.",A-17-2,not applicable,not applicable,FGDC1299,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1300,17.26,"Right flank of landslide or right-lateral shear feature—Active, sharp, distinct, and location is accurate.","17.26 Right flank of landslide or right-lateral shear feature—Active, sharp, distinct, and location is accurate.",A-17-2,not applicable,not applicable,FGDC1300,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1301,17.27,"Right flank of landslide or right-lateral shear feature—Inactive, subdued, indistinct, and (or) location is approximate.","17.27 Right flank of landslide or right-lateral shear feature—Inactive, subdued, indistinct, and (or) location is approximate.",A-17-2,not applicable,not applicable,FGDC1301,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1302,17.28,Right flank of landslide or right-lateral shear feature—Concealed by landslide deposits or debris materials.,17.28 Right flank of landslide or right-lateral shear feature—Concealed by landslide deposits or debris materials.,A-17-2,not applicable,not applicable,FGDC1302,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1303,17.29,Right flank of landslide or right-lateral shear feature—Showing amount of offset (in meters).,17.29 Right flank of landslide or right-lateral shear feature—Showing amount of offset (in meters).,A-17-2,not applicable,not applicable,FGDC1303,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1304,17.3,"Left flank of landslide or left-lateral shear feature—Active, sharp, distinct, and location is accurate.","17.30 Left flank of landslide or left-lateral shear feature—Active, sharp, distinct, and location is accurate.",A-17-2,not applicable,not applicable,FGDC1304,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1305,17.31,"Left flank of landslide or left-lateral shear feature—Inactive, subdued, indistinct, and (or) location is approximate.","17.31 Left flank of landslide or left-lateral shear feature—Inactive, subdued, indistinct, and (or) location is approximate.",A-17-2,not applicable,not applicable,FGDC1305,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1306,17.32,Left flank of landslide or left-lateral shear feature—Concealed by landslide deposits or debris materials.,17.32 Left flank of landslide or left-lateral shear feature—Concealed by landslide deposits or debris materials.,A-17-2,not applicable,not applicable,FGDC1306,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1307,17.33,Left flank of landslide or left-lateral shear feature—Showing amount of offset (in meters).,17.33 Left flank of landslide or left-lateral shear feature—Showing amount of offset (in meters).,A-17-2,not applicable,not applicable,FGDC1307,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
1308,17.34,Open tension crack or fracture on landslide.,17.34 Open tension crack or fracture on landslide.,A-17-2,not applicable,not applicable,FGDC1308,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
